# SYNTHETIC DATASET - GENERATED FOR ACADEMIC DEMONSTRATION ONLY
# This data does NOT represent official Chennai crime statistics.
# Generated by: Chennai Crime Pattern Analyzer (College Capstone Project)
# Fixed seed: 20240101 - Dataset is fully reproducible.
crime_id,date,time,year,month,day_of_week,hour,area,zone,crime_type,severity,latitude,longitude,description,case_status
CMA-000368,2023-12-21,01:11:29,2023,12,Thursday,1,Nungambakkam,Central,Vehicle Theft,MEDIUM,13.058044,80.243078,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000369,2021-09-30,06:05:31,2021,9,Thursday,6,Vadapalani,West Central,Burglary,MEDIUM,13.050430,80.212112,Office premises burglarised overnight,CLOSED
CMA-000370,2024-06-22,03:21:51,2024,6,Saturday,3,Mylapore,Central,Assault,HIGH,13.035854,80.271028,Physical altercation at a commercial venue,CLOSED
CMA-000371,2024-02-03,19:11:16,2024,2,Saturday,19,Tambaram,South West,Chain Snatching,LOW,12.929437,80.096057,Chain snatching reported near temple premises,UNDER_INVESTIGATION
CMA-000372,2024-04-17,01:23:11,2024,4,Wednesday,1,Red Hills,North,Fraud,MEDIUM,13.186817,80.183730,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-000373,2020-04-20,19:38:58,2020,4,Monday,19,Sholinganallur,South East,Burglary,MEDIUM,12.903363,80.224488,House break-in reported; valuables stolen,CLOSED
CMA-000374,2024-08-29,15:01:27,2024,8,Thursday,15,Avadi,North West,Theft,LOW,13.114691,80.099396,Petty theft reported near a commercial establishment,CLOSED
CMA-000375,2021-05-10,22:17:04,2021,5,Monday,22,Egmore,Central,Chain Snatching,LOW,13.071844,80.256907,Chain snatching reported near temple premises,CLOSED
CMA-000376,2023-07-18,17:02:54,2023,7,Tuesday,17,Egmore,Central,Chain Snatching,MEDIUM,13.068929,80.257422,Chain snatching reported near temple premises,CLOSED
CMA-000377,2020-10-21,06:13:21,2020,10,Wednesday,6,Mogappair,North West,Vehicle Theft,MEDIUM,13.078810,80.174295,Car theft reported from residential street,CLOSED
CMA-000378,2023-10-05,20:19:07,2023,10,Thursday,20,Porur,West,Assault,LOW,13.037779,80.154552,Assault during a road-rage incident,CLOSED
CMA-000379,2023-12-08,18:44:44,2023,12,Friday,18,Vadapalani,West Central,Vehicle Theft,MEDIUM,13.048739,80.210158,Car theft reported from residential street,CLOSED
CMA-000380,2022-01-06,00:05:15,2022,1,Thursday,0,Nungambakkam,Central,Harassment,MEDIUM,13.056438,80.240328,Harassment incident near public transport stop,CLOSED
CMA-000381,2020-05-09,02:28:37,2020,5,Saturday,2,Sholinganallur,South East,Vehicle Theft,MEDIUM,12.902696,80.225988,Car theft reported from residential street,CLOSED
CMA-000382,2023-11-21,23:07:33,2023,11,Tuesday,23,Egmore,Central,Assault,LOW,13.072787,80.265550,Assault complaint registered outside residential area,CLOSED
CMA-000383,2021-02-26,21:06:14,2021,2,Friday,21,Mogappair,North West,Assault,LOW,13.081824,80.176589,Assault during a road-rage incident,CLOSED
CMA-000384,2022-07-29,08:24:35,2022,7,Friday,8,Thoraipakkam,South East,Robbery,HIGH,12.922547,80.224720,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-000385,2021-07-11,00:48:48,2021,7,Sunday,0,Perambur,North,Theft,LOW,13.118089,80.233309,Pickpocketing reported at a busy market,CLOSED
CMA-000386,2021-03-01,12:05:42,2021,3,Monday,12,Avadi,North West,Theft,LOW,13.117683,80.096064,Petty theft reported near a commercial establishment,CLOSED
CMA-000387,2020-10-27,17:41:58,2020,10,Tuesday,17,Velachery,South,Theft,LOW,12.981741,80.220284,Petty theft reported near a commercial establishment,CLOSED
CMA-000388,2024-06-02,23:40:23,2024,6,Sunday,23,Adyar,South,Vandalism,LOW,12.999070,80.256141,Public property damaged by unknown persons,CLOSED
CMA-000389,2024-09-27,00:57:43,2024,9,Friday,0,Anna Nagar,North,Vandalism,MEDIUM,13.083928,80.214756,Public property damaged by unknown persons,UNDER_INVESTIGATION
CMA-000390,2021-04-16,20:09:21,2021,4,Friday,20,Ashok Nagar,Central,Theft,LOW,13.033612,80.211284,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000391,2022-03-23,07:58:07,2022,3,Wednesday,7,Nungambakkam,Central,Theft,LOW,13.059312,80.239942,Pickpocketing reported at a busy market,CLOSED
CMA-000392,2021-11-30,06:38:23,2021,11,Tuesday,6,Ambattur,North West,Fraud,MEDIUM,13.111731,80.151446,Cheating complaint filed against unknown person,UNDER_INVESTIGATION
CMA-000393,2021-03-02,20:50:16,2021,3,Tuesday,20,Nungambakkam,Central,Cyber Crime,MEDIUM,13.053660,80.240901,OTP-based fraud reported; victim lost funds,CLOSED
CMA-000394,2022-05-08,06:50:19,2022,5,Sunday,6,Mylapore,Central,Vandalism,LOW,13.036084,80.271408,Vehicle windshield damaged in parking area,CLOSED
CMA-000395,2020-09-11,20:30:11,2020,9,Friday,20,Velachery,South,Vehicle Theft,LOW,12.984506,80.219331,Two-wheeler reported stolen from parking area,CLOSED
CMA-000396,2021-06-18,20:57:50,2021,6,Friday,20,Perambur,North,Theft,LOW,13.117845,80.236741,Shoplifting incident at a retail store,CLOSED
CMA-000397,2021-01-03,03:03:47,2021,1,Sunday,3,Mogappair,North West,Theft,HIGH,13.081199,80.182003,Shoplifting incident at a retail store,CLOSED
CMA-000398,2022-08-25,05:20:11,2022,8,Thursday,5,Porur,West,Harassment,MEDIUM,13.034325,80.161066,Harassment incident near public transport stop,CLOSED
CMA-000399,2020-08-01,21:09:19,2020,8,Saturday,21,Velachery,South,Robbery,MEDIUM,12.984037,80.217849,Bag snatching during early morning hours,CLOSED
CMA-000400,2022-06-25,06:24:14,2022,6,Saturday,6,Porur,West,Fraud,LOW,13.035270,80.161114,Cheating complaint filed against unknown person,CLOSED
CMA-000401,2020-07-16,22:22:19,2020,7,Thursday,22,T Nagar,Central,Chain Snatching,LOW,13.042998,80.229692,Victim's necklace snatched at roadside,CLOSED
CMA-000402,2024-10-31,03:22:22,2024,10,Thursday,3,Anna Nagar,North,Cyber Crime,HIGH,13.087088,80.214365,OTP-based fraud reported; victim lost funds,CLOSED
CMA-000403,2020-08-03,22:40:01,2020,8,Monday,22,Perambur,North,Cyber Crime,LOW,13.113836,80.231610,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-000404,2023-07-15,17:35:39,2023,7,Saturday,17,Vadapalani,West Central,Vehicle Theft,LOW,13.050862,80.210334,Motorcycle stolen during market visit,CLOSED
CMA-000405,2021-11-19,00:10:53,2021,11,Friday,0,Pallavaram,South West,Theft,LOW,12.967863,80.147211,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000406,2022-06-03,18:49:50,2022,6,Friday,18,Guindy,Central,Vandalism,MEDIUM,13.002325,80.225043,Shop shutters damaged overnight,CLOSED
CMA-000407,2021-10-20,21:01:52,2021,10,Wednesday,21,Thoraipakkam,South East,Theft,MEDIUM,12.922637,80.226988,Theft of personal belongings in a public area,CLOSED
CMA-000408,2023-02-06,11:02:12,2023,2,Monday,11,Velachery,South,Burglary,HIGH,12.982381,80.222914,Residential burglary reported; entry through rear window,UNDER_INVESTIGATION
CMA-000409,2022-01-24,06:08:47,2022,1,Monday,6,Anna Nagar,North,Burglary,LOW,13.087337,80.211401,House break-in reported; valuables stolen,CLOSED
CMA-000410,2022-02-16,02:19:18,2022,2,Wednesday,2,Kodambakkam,West Central,Theft,MEDIUM,13.057503,80.222388,Pickpocketing reported at a busy market,CLOSED
CMA-000411,2021-08-22,19:43:30,2021,8,Sunday,19,Egmore,Central,Burglary,LOW,13.072392,80.263006,Office premises burglarised overnight,CLOSED
CMA-000412,2022-03-20,21:45:51,2022,3,Sunday,21,Ambattur,North West,Assault,MEDIUM,13.114510,80.159519,Physical altercation reported in public area,CLOSED
CMA-000413,2022-08-22,19:33:01,2022,8,Monday,19,Tambaram,South West,Vandalism,MEDIUM,12.928728,80.099095,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-000414,2021-10-24,09:53:11,2021,10,Sunday,9,Triplicane,Central,Theft,LOW,13.058440,80.278633,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000415,2021-12-10,00:08:02,2021,12,Friday,0,Chromepet,South West,Vandalism,MEDIUM,12.948855,80.148096,Public property damaged by unknown persons,CLOSED
CMA-000416,2022-10-18,02:59:43,2022,10,Tuesday,2,Chromepet,South West,Burglary,MEDIUM,12.953151,80.140573,Office premises burglarised overnight,UNDER_INVESTIGATION
CMA-000417,2020-02-23,15:18:05,2020,2,Sunday,15,Mogappair,North West,Theft,MEDIUM,13.082176,80.178977,Petty theft reported near a commercial establishment,CLOSED
CMA-000418,2020-07-08,21:23:39,2020,7,Wednesday,21,Mylapore,Central,Robbery,MEDIUM,13.034599,80.272401,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-000419,2023-06-03,23:42:59,2023,6,Saturday,23,T Nagar,Central,Vehicle Theft,LOW,13.046042,80.233430,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000420,2024-10-22,04:51:48,2024,10,Tuesday,4,Nungambakkam,Central,Fraud,LOW,13.054040,80.245094,Job offer scam reported,CLOSED
CMA-000421,2022-02-08,00:41:09,2022,2,Tuesday,0,Mylapore,Central,Robbery,MEDIUM,13.037174,80.263904,Bag snatching during early morning hours,UNDER_INVESTIGATION
CMA-000422,2020-05-20,13:55:52,2020,5,Wednesday,13,Mylapore,Central,Cyber Crime,MEDIUM,13.034423,80.269070,Social media impersonation complaint,CLOSED
CMA-000423,2022-03-28,03:43:57,2022,3,Monday,3,Thoraipakkam,South East,Cyber Crime,LOW,12.924279,80.224031,Online banking fraud reported,CLOSED
CMA-000424,2023-12-02,05:22:56,2023,12,Saturday,5,Egmore,Central,Theft,MEDIUM,13.072819,80.257323,Petty theft reported near a commercial establishment,CLOSED
CMA-000425,2023-07-25,17:45:30,2023,7,Tuesday,17,Royapettah,Central,Theft,LOW,13.056820,80.261144,Theft of personal belongings in a public area,CLOSED
CMA-000426,2021-09-02,07:14:32,2021,9,Thursday,7,Velachery,South,Cyber Crime,MEDIUM,12.985261,80.217893,Online banking fraud reported,UNDER_INVESTIGATION
CMA-000427,2024-03-13,22:02:05,2024,3,Wednesday,22,Anna Nagar,North,Fraud,LOW,13.088585,80.209984,Job offer scam reported,CLOSED
CMA-000428,2020-04-29,00:05:58,2020,4,Wednesday,0,Adyar,South,Vehicle Theft,HIGH,12.996921,80.254765,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000429,2023-08-24,18:39:41,2023,8,Thursday,18,Egmore,Central,Theft,MEDIUM,13.074005,80.259634,Petty theft reported near a commercial establishment,CLOSED
CMA-000430,2024-04-13,00:00:57,2024,4,Saturday,0,Anna Nagar,North,Vehicle Theft,LOW,13.084638,80.208288,Vehicle stolen from commercial parking lot,CLOSED
CMA-000431,2021-06-26,19:12:48,2021,6,Saturday,19,Tambaram,South West,Burglary,MEDIUM,12.927914,80.101905,Commercial premises broken into during non-business hours,UNDER_INVESTIGATION
CMA-000432,2022-06-10,09:25:10,2022,6,Friday,9,Mylapore,Central,Cyber Crime,MEDIUM,13.039030,80.266480,OTP-based fraud reported; victim lost funds,CLOSED
CMA-000433,2020-09-13,12:28:49,2020,9,Sunday,12,Kodambakkam,West Central,Vehicle Theft,MEDIUM,13.048380,80.218761,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000434,2022-04-10,01:56:08,2022,4,Sunday,1,Thoraipakkam,South East,Vehicle Theft,LOW,12.929357,80.229009,Car theft reported from residential street,CLOSED
CMA-000435,2024-10-21,11:20:26,2024,10,Monday,11,Red Hills,North,Burglary,HIGH,13.186596,80.176774,Office premises burglarised overnight,CLOSED
CMA-000436,2020-11-23,05:29:13,2020,11,Monday,5,Saidapet,Central,Assault,MEDIUM,13.018458,80.221883,Physical altercation at a commercial venue,CLOSED
CMA-000437,2023-06-22,22:49:54,2023,6,Thursday,22,Thoraipakkam,South East,Vehicle Theft,MEDIUM,12.924605,80.229495,Car theft reported from residential street,CLOSED
CMA-000438,2023-05-25,05:53:21,2023,5,Thursday,5,Thoraipakkam,South East,Theft,LOW,12.928416,80.232409,Shoplifting incident at a retail store,CLOSED
CMA-000439,2023-04-21,15:12:15,2023,4,Friday,15,Kodambakkam,West Central,Theft,MEDIUM,13.051977,80.222662,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000440,2021-06-30,21:40:32,2021,6,Wednesday,21,Nungambakkam,Central,Theft,LOW,13.059151,80.242605,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000441,2020-03-22,06:31:58,2020,3,Sunday,6,Ashok Nagar,Central,Cyber Crime,LOW,13.029958,80.210510,Online banking fraud reported,UNDER_INVESTIGATION
CMA-000442,2023-08-19,08:28:05,2023,8,Saturday,8,Perambur,North,Vehicle Theft,LOW,13.113540,80.233065,Two-wheeler reported stolen from parking area,CLOSED
CMA-000443,2022-02-25,20:10:08,2022,2,Friday,20,T Nagar,Central,Chain Snatching,HIGH,13.037123,80.236207,Chain snatching incident on busy street,CLOSED
CMA-000444,2024-09-01,04:44:48,2024,9,Sunday,4,Mogappair,North West,Vehicle Theft,LOW,13.086911,80.173365,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000445,2020-02-06,07:48:49,2020,2,Thursday,7,T Nagar,Central,Chain Snatching,HIGH,13.045669,80.238090,Chain snatching incident on busy street,UNDER_INVESTIGATION
CMA-000446,2023-09-04,23:00:41,2023,9,Monday,23,T Nagar,Central,Vehicle Theft,LOW,13.043249,80.229790,Vehicle stolen from commercial parking lot,CLOSED
CMA-000447,2022-07-02,00:40:09,2022,7,Saturday,0,Tambaram,South West,Theft,MEDIUM,12.923714,80.100793,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000448,2020-11-02,20:01:14,2020,11,Monday,20,Ashok Nagar,Central,Burglary,MEDIUM,13.026055,80.216770,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-000449,2020-11-16,00:33:11,2020,11,Monday,0,Triplicane,Central,Assault,HIGH,13.056914,80.280713,Assault during a road-rage incident,UNDER_INVESTIGATION
CMA-000450,2024-09-28,18:01:47,2024,9,Saturday,18,Red Hills,North,Theft,HIGH,13.188341,80.177608,Theft of personal belongings in a public area,CLOSED
CMA-000451,2021-12-09,21:38:27,2021,12,Thursday,21,Ambattur,North West,Chain Snatching,MEDIUM,13.115688,80.154886,Chain snatching incident on busy street,CLOSED
CMA-000452,2022-11-23,21:17:47,2022,11,Wednesday,21,Guindy,Central,Robbery,HIGH,13.005974,80.225338,Armed robbery at a small business,CLOSED
CMA-000453,2022-01-14,17:46:16,2022,1,Friday,17,Saidapet,Central,Vehicle Theft,MEDIUM,13.021270,80.224368,Vehicle stolen from commercial parking lot,CLOSED
CMA-000454,2024-02-20,00:30:51,2024,2,Tuesday,0,Saidapet,Central,Theft,HIGH,13.019722,80.226913,Petty theft reported near a commercial establishment,CLOSED
CMA-000455,2021-09-10,12:23:38,2021,9,Friday,12,Guindy,Central,Cyber Crime,HIGH,13.007918,80.222051,Victim defrauded via phishing link,CLOSED
CMA-000456,2020-01-18,21:22:07,2020,1,Saturday,21,Triplicane,Central,Fraud,LOW,13.061085,80.279585,Job offer scam reported,CLOSED
CMA-000457,2021-10-08,17:46:13,2021,10,Friday,17,Thoraipakkam,South East,Chain Snatching,LOW,12.920553,80.225279,Chain snatching reported near temple premises,CLOSED
CMA-000458,2022-01-09,01:55:16,2022,1,Sunday,1,Triplicane,Central,Burglary,HIGH,13.055154,80.272520,Office premises burglarised overnight,UNDER_INVESTIGATION
CMA-000459,2020-08-25,12:49:54,2020,8,Tuesday,12,Tambaram,South West,Vehicle Theft,MEDIUM,12.925331,80.098350,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000460,2020-04-23,05:03:45,2020,4,Thursday,5,Chromepet,South West,Fraud,LOW,12.953567,80.141740,Cheating complaint filed against unknown person,CLOSED
CMA-000461,2024-09-07,09:00:25,2024,9,Saturday,9,Royapettah,Central,Vehicle Theft,LOW,13.055140,80.263296,Motorcycle stolen during market visit,CLOSED
CMA-000462,2023-12-29,19:09:19,2023,12,Friday,19,Egmore,Central,Fraud,MEDIUM,13.069042,80.259871,Cheating complaint filed against unknown person,CLOSED
CMA-000463,2022-08-27,16:58:49,2022,8,Saturday,16,Porur,West,Vehicle Theft,HIGH,13.038962,80.153269,Two-wheeler reported stolen from parking area,CLOSED
CMA-000464,2022-12-28,13:40:04,2022,12,Wednesday,13,Velachery,South,Vehicle Theft,HIGH,12.985189,80.214314,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-000465,2020-09-17,08:08:08,2020,9,Thursday,8,Adyar,South,Fraud,MEDIUM,13.005234,80.259086,Cheating complaint filed against unknown person,CLOSED
CMA-000466,2022-01-14,12:10:31,2022,1,Friday,12,Thoraipakkam,South East,Assault,MEDIUM,12.928859,80.232506,Assault during a road-rage incident,CLOSED
CMA-000467,2020-08-12,18:48:09,2020,8,Wednesday,18,Ashok Nagar,Central,Assault,MEDIUM,13.024944,80.208677,Assault complaint registered outside residential area,UNDER_INVESTIGATION
CMA-000468,2024-10-10,21:58:29,2024,10,Thursday,21,Mogappair,North West,Theft,LOW,13.083900,80.175930,Shoplifting incident at a retail store,CLOSED
CMA-000469,2021-09-16,14:37:31,2021,9,Thursday,14,Sholinganallur,South East,Burglary,MEDIUM,12.903815,80.230104,Office premises burglarised overnight,CLOSED
CMA-000470,2023-09-13,12:46:17,2023,9,Wednesday,12,Thoraipakkam,South East,Vehicle Theft,HIGH,12.926865,80.229331,Motorcycle stolen during market visit,CLOSED
CMA-000471,2023-03-29,12:06:09,2023,3,Wednesday,12,Velachery,South,Assault,HIGH,12.983510,80.222032,Physical altercation reported in public area,CLOSED
CMA-000472,2024-05-11,02:52:54,2024,5,Saturday,2,Ashok Nagar,Central,Theft,LOW,13.025852,80.213042,Theft of personal belongings in a public area,CLOSED
CMA-000473,2021-10-31,04:49:58,2021,10,Sunday,4,Tambaram,South West,Assault,MEDIUM,12.926527,80.099509,Assault complaint registered outside residential area,CLOSED
CMA-000474,2020-08-03,02:09:51,2020,8,Monday,2,Guindy,Central,Theft,HIGH,13.010412,80.220667,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000475,2021-02-23,16:25:28,2021,2,Tuesday,16,Saidapet,Central,Theft,MEDIUM,13.015820,80.221384,Pickpocketing reported at a busy market,CLOSED
CMA-000476,2022-11-16,19:02:04,2022,11,Wednesday,19,Velachery,South,Theft,LOW,12.983663,80.213050,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000477,2021-09-23,14:28:59,2021,9,Thursday,14,Chromepet,South West,Burglary,MEDIUM,12.954732,80.139571,Office premises burglarised overnight,CLOSED
CMA-000478,2023-03-10,20:23:11,2023,3,Friday,20,Velachery,South,Theft,MEDIUM,12.985772,80.213823,Petty theft reported near a commercial establishment,CLOSED
CMA-000479,2021-09-30,23:57:19,2021,9,Thursday,23,Avadi,North West,Theft,LOW,13.111327,80.093411,Pickpocketing reported at a busy market,CLOSED
CMA-000480,2022-11-29,23:05:03,2022,11,Tuesday,23,Saidapet,Central,Burglary,MEDIUM,13.020503,80.225309,Office premises burglarised overnight,CLOSED
CMA-000481,2023-07-06,07:10:50,2023,7,Thursday,7,Guindy,Central,Vehicle Theft,MEDIUM,13.002832,80.220299,Motorcycle stolen during market visit,CLOSED
CMA-000482,2022-06-01,15:27:44,2022,6,Wednesday,15,Chromepet,South West,Vehicle Theft,LOW,12.949017,80.147082,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000483,2021-06-20,15:09:14,2021,6,Sunday,15,Guindy,Central,Vehicle Theft,MEDIUM,13.004584,80.220851,Car theft reported from residential street,CLOSED
CMA-000484,2023-05-21,19:41:36,2023,5,Sunday,19,T Nagar,Central,Theft,LOW,13.046189,80.233570,Pickpocketing reported at a busy market,CLOSED
CMA-000485,2020-06-15,20:45:28,2020,6,Monday,20,Velachery,South,Theft,MEDIUM,12.983721,80.218487,Pickpocketing reported at a busy market,CLOSED
CMA-000486,2023-10-27,21:46:58,2023,10,Friday,21,Royapettah,Central,Vehicle Theft,MEDIUM,13.056909,80.262140,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-000487,2023-07-15,19:12:46,2023,7,Saturday,19,Tambaram,South West,Vehicle Theft,HIGH,12.925561,80.104015,Vehicle stolen from commercial parking lot,CLOSED
CMA-000488,2023-09-01,07:55:45,2023,9,Friday,7,Triplicane,Central,Theft,MEDIUM,13.061728,80.278083,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000489,2022-02-05,21:48:26,2022,2,Saturday,21,Ashok Nagar,Central,Theft,LOW,13.032573,80.211099,Petty theft reported near a commercial establishment,CLOSED
CMA-000490,2021-01-12,09:01:26,2021,1,Tuesday,9,Porur,West,Vehicle Theft,LOW,13.036438,80.156714,Car theft reported from residential street,CLOSED
CMA-000491,2020-04-20,19:59:06,2020,4,Monday,19,Egmore,Central,Theft,LOW,13.077132,80.257406,Shoplifting incident at a retail store,CLOSED
CMA-000492,2022-05-06,01:56:18,2022,5,Friday,1,Anna Nagar,North,Theft,LOW,13.082954,80.211369,Pickpocketing reported at a busy market,CLOSED
CMA-000493,2022-02-01,02:28:25,2022,2,Tuesday,2,Saidapet,Central,Cyber Crime,MEDIUM,13.019089,80.226471,Victim defrauded via phishing link,CLOSED
CMA-000494,2024-06-21,19:31:01,2024,6,Friday,19,Chromepet,South West,Vehicle Theft,MEDIUM,12.952338,80.144310,Two-wheeler reported stolen from parking area,CLOSED
CMA-000495,2023-08-14,07:00:04,2023,8,Monday,7,T Nagar,Central,Burglary,MEDIUM,13.045698,80.229258,Commercial premises broken into during non-business hours,CLOSED
CMA-000496,2022-08-03,00:05:55,2022,8,Wednesday,0,Kodambakkam,West Central,Robbery,HIGH,13.052473,80.217781,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-000497,2020-02-08,17:14:15,2020,2,Saturday,17,Ashok Nagar,Central,Theft,HIGH,13.034598,80.215535,Pickpocketing reported at a busy market,CLOSED
CMA-000498,2021-07-19,17:25:14,2021,7,Monday,17,Perambur,North,Fraud,LOW,13.115048,80.229359,Investment fraud complaint; victim lost savings,CLOSED
CMA-000499,2020-06-13,02:11:40,2020,6,Saturday,2,Velachery,South,Vehicle Theft,LOW,12.982020,80.213293,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000500,2020-05-31,21:18:16,2020,5,Sunday,21,Sholinganallur,South East,Vehicle Theft,HIGH,12.901470,80.232889,Car theft reported from residential street,CLOSED
CMA-000501,2023-03-20,21:34:10,2023,3,Monday,21,Saidapet,Central,Vehicle Theft,MEDIUM,13.022531,80.224765,Vehicle stolen from commercial parking lot,CLOSED
CMA-000502,2024-04-08,17:16:52,2024,4,Monday,17,Guindy,Central,Vandalism,HIGH,13.004900,80.221497,Vehicle windshield damaged in parking area,CLOSED
CMA-000503,2024-01-27,21:32:03,2024,1,Saturday,21,Guindy,Central,Chain Snatching,MEDIUM,13.010775,80.221312,Chain snatching reported near temple premises,CLOSED
CMA-000504,2023-01-21,15:35:26,2023,1,Saturday,15,Saidapet,Central,Theft,MEDIUM,13.023452,80.228820,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000505,2021-01-02,19:12:47,2021,1,Saturday,19,Adyar,South,Vehicle Theft,LOW,12.998883,80.252952,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-000506,2020-02-15,17:51:15,2020,2,Saturday,17,Sholinganallur,South East,Cyber Crime,LOW,12.904770,80.223651,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-000507,2022-07-07,02:55:12,2022,7,Thursday,2,Mogappair,North West,Theft,LOW,13.078256,80.182750,Theft of personal belongings in a public area,CLOSED
CMA-000508,2023-07-15,07:38:42,2023,7,Saturday,7,Triplicane,Central,Burglary,HIGH,13.054208,80.278904,Commercial premises broken into during non-business hours,CLOSED
CMA-000509,2021-04-01,17:02:54,2021,4,Thursday,17,Tambaram,South West,Theft,LOW,12.922760,80.096300,Shoplifting incident at a retail store,CLOSED
CMA-000510,2022-05-20,01:59:21,2022,5,Friday,1,Red Hills,North,Theft,LOW,13.184663,80.174621,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000511,2023-05-02,23:13:28,2023,5,Tuesday,23,Red Hills,North,Theft,LOW,13.184655,80.182527,Shoplifting incident at a retail store,CLOSED
CMA-000512,2021-06-16,10:48:09,2021,6,Wednesday,10,Thoraipakkam,South East,Assault,MEDIUM,12.929067,80.233892,Physical altercation at a commercial venue,UNDER_INVESTIGATION
CMA-000513,2020-07-02,20:36:59,2020,7,Thursday,20,Thoraipakkam,South East,Cyber Crime,HIGH,12.924873,80.226723,Victim defrauded via phishing link,CLOSED
CMA-000514,2021-02-14,09:34:22,2021,2,Sunday,9,Ashok Nagar,Central,Robbery,MEDIUM,13.033523,80.216250,Bag snatching during early morning hours,CLOSED
CMA-000515,2024-07-16,11:37:56,2024,7,Tuesday,11,Pallavaram,South West,Assault,LOW,12.963725,80.153041,Assault complaint registered outside residential area,CLOSED
CMA-000516,2022-11-09,00:24:28,2022,11,Wednesday,0,Ashok Nagar,Central,Fraud,LOW,13.032434,80.212157,Investment fraud complaint; victim lost savings,CLOSED
CMA-000517,2021-06-22,01:45:45,2021,6,Tuesday,1,Nungambakkam,Central,Cyber Crime,LOW,13.055913,80.243650,OTP-based fraud reported; victim lost funds,CLOSED
CMA-000518,2020-06-27,20:30:10,2020,6,Saturday,20,Perambur,North,Cyber Crime,MEDIUM,13.115532,80.235234,OTP-based fraud reported; victim lost funds,CLOSED
CMA-000519,2022-05-14,02:00:01,2022,5,Saturday,2,Vadapalani,West Central,Vehicle Theft,MEDIUM,13.053442,80.214295,Two-wheeler reported stolen from parking area,CLOSED
CMA-000520,2024-10-09,14:04:16,2024,10,Wednesday,14,Mogappair,North West,Theft,LOW,13.080134,80.175960,Petty theft reported near a commercial establishment,CLOSED
CMA-000521,2020-03-22,19:52:56,2020,3,Sunday,19,Vadapalani,West Central,Vehicle Theft,LOW,13.046968,80.210431,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-000522,2023-02-06,12:16:31,2023,2,Monday,12,Nungambakkam,Central,Harassment,LOW,13.055719,80.246815,Stalking and harassment complaint filed,UNDER_INVESTIGATION
CMA-000523,2021-09-04,22:29:49,2021,9,Saturday,22,Nungambakkam,Central,Burglary,MEDIUM,13.052395,80.240855,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-000524,2020-10-12,19:08:28,2020,10,Monday,19,Vadapalani,West Central,Burglary,HIGH,13.054184,80.209181,House break-in reported; valuables stolen,CLOSED
CMA-000525,2024-05-21,00:13:51,2024,5,Tuesday,0,Saidapet,Central,Burglary,MEDIUM,13.025499,80.224657,Office premises burglarised overnight,CLOSED
CMA-000526,2023-05-09,02:05:52,2023,5,Tuesday,2,Guindy,Central,Cyber Crime,LOW,13.002002,80.218450,Social media impersonation complaint,CLOSED
CMA-000527,2024-07-14,23:10:11,2024,7,Sunday,23,Nungambakkam,Central,Theft,LOW,13.054042,80.243449,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000528,2022-01-24,00:09:49,2022,1,Monday,0,Pallavaram,South West,Fraud,LOW,12.966831,80.145358,Cheating complaint filed against unknown person,CLOSED
CMA-000529,2024-03-07,18:33:20,2024,3,Thursday,18,Avadi,North West,Theft,LOW,13.113079,80.098818,Shoplifting incident at a retail store,CLOSED
